-2.45697320422539, 2.957355675785974, 1.327502162859815, -1.243116391883747, -1.0383748231146699, 1.7725862364966851
-2.3397175387011835, 3.1152854667866765, 1.3548004804200784, -1.1117195221328362, -1.0746929702455248, 1.618511632886647
-2.222445960156921, 3.2730348278553514, 1.382359359525592, -0.9777680689021198, -1.1102293935363976, 1.4658650638752957
-2.10519701830177, 3.4299552507790017, 1.410751877655121, -0.838543851584043, -1.144776821709734, 1.3160239554097874
-1.987940269911188, 3.585163504674248, 1.4408356968812825, -0.6914152404367471, -1.1787979937329138, 1.1706103520289002
-1.8706852161942709, 3.7376488254162865, 1.4736476670692984, -0.5343321977182361, -1.2132074422347299, 1.0314794819410884
-1.7534469346462187, 3.8862985475586864, 1.5103215206672143, -0.3661776607638388, -1.2489838505371285, 0.9006074997146696
-1.6362047774645891, 4.029869666721668, 1.5520413265276016, -0.1869238134562881, -1.2868673825428882, 0.779898962836761
-1.5189641879317584, 4.167280906503613, 1.5999288485466354, 0.0024806741105168647, -1.3270357184750057, 0.6708391946841424
-1.4017444523031404, 4.29759390300018, 1.6549186310565245, 0.20034785000370242, -1.369067528388622, 0.574124194132436
-1.2845310005133206, 4.420294329406379, 1.7175479905628486, 0.40474132312936045, -1.4122860141253395, 0.48951635412728517
-1.167286058752529, 4.535278572672269, 1.7878654071082207, 0.6137490276708398, -1.4559849267296925, 0.4157574089445976
-1.0500120215531523, 4.64312711457061, 1.8652949105597931, 0.8257416469162336, -1.4996818364812032, 0.35083946120346954
-0.9326740928173665, 4.745230467946635, 1.9485219169161554, 1.0393988229634838, -1.5432522416502332, 0.2922514642870478
-0.81547991, 4.84380595, 2.03528418, 1.25361843, -1.58674811, 0.23720043
